767,2016,Open,1,6169
590,2016,Open,2,5887
137,2016,Open,3,5753
1462,2016,Open,4,5710
405,2016,Open,5,5431
986,2016,Open,6,5424
1699,2016,Open,7,5070
1725,2016,Open,8,4977
1482,2016,Open,9,4702
1731,2016,Open,10,4622
2923,2016,Open,11,4601
1782,2016,Open,12,4577
1777,2016,Open,13,4519
1832,2016,Open,14,4329
551,2016,Open,15,4190
3341,2016,Open,16,4158
4310,2016,Open,17,3780
748,2016,Open,18,3586
67,2016,Open,19,3529
238,2016,Open,20,3488
870,2016,Open,21,3457
681,2016,Open,22,3441
2503,2016,Open,23,3435
1559,2016,Open,24,3401
1574,2016,Open,25,3186
1948,2016,Open,26,3082
2386,2016,Open,27,3054
1286,2016,Open,28,2947
14,2016,Open,29,2925
3451,2016,Open,30,2824
474,2016,Open,31,2800
4328,2016,Open,32,2769
507,2016,Open,33,2718
1021,2016,Open,34,2650
133,2016,Open,35,2625
3188,2016,Open,36,2613
262,2016,Open,37,2515
4610,2016,Open,37,2515
795,2016,Open,39,2476
156,2016,Open,40,2445
3527,2016,Open,41,2436
214,2016,Open,42,2335
118,2016,Open,43,2329
334,2016,Open,44,2295
2529,2016,Open,45,2262
1612,2016,Open,46,2248
1981,2016,Open,47,2244
85,2016,Open,48,2241
1899,2016,Open,49,2224
927,2016,Open,50,2207
4330,2016,Open,50,2207
2459,2016,Open,52,2194
4342,2016,Open,53,2184
4693,2016,Open,54,2140
3092,2016,Open,55,2131
729,2016,Open,56,2114
1363,2016,Open,57,2112
3033,2016,Open,58,2100
2066,2016,Open,59,2094
143,2016,Open,60,2084
1936,2016,Open,61,2081
3149,2016,Open,62,2075
3547,2016,Open,63,2064
1523,2016,Open,64,2018
1795,2016,Open,65,1995
4349,2016,Open,66,1951
1829,2016,Open,67,1941
1879,2016,Open,68,1938
1576,2016,Open,69,1937
711,2016,Open,70,1923
4132,2016,Open,71,1922
1129,2016,Open,72,1891
1085,2016,Open,73,1889
1385,2016,Open,74,1887
3185,2016,Open,75,1875
2338,2016,Open,76,1869
1381,2016,Open,77,1844
2468,2016,Open,78,1840
851,2016,Open,79,1815
1300,2016,Open,80,1750
3437,2016,Open,81,1712
1158,2016,Open,82,1680
3076,2016,Open,83,1675
4486,2016,Open,84,1664
2110,2016,Open,85,1662
3144,2016,Open,86,1624
448,2016,Open,87,1596
154,2016,Open,88,1582
861,2016,Open,89,1571
1436,2016,Open,89,1571
2065,2016,Open,91,1557
3887,2016,Open,92,1556
291,2016,Open,93,1550
4702,2016,Open,94,1547
2054,2016,Open,95,1526
887,2016,Open,96,1520
3428,2016,Open,97,1513
4707,2016,Open,98,1512
3367,2016,Open,99,1425
3729,2016,Open,100,1418
